title,genres,keywords,overview,movie_id,cast,crew,revenue,vote_average,vote_count,popularity
she's the man,"comedy,drama,family",roommate twin sister sport boarding school twin brother mistaken identity soccer teenager teen comedy tomboy fake identity disguised voice the big game,"viola johnson is in a real jam . complication threaten her scheme to pose a her twin brother , sebastian , and take his place at a new boarding school . she fall in love with her handsome roommate , duke , who love beautiful olivia , who ha fallen for sebastian ! a if that were not enough , viola 's twin return from london ahead of schedule but ha no idea that his sister ha already replaced him on campus .",9655,"['Amanda_Bynes', 'Channing_Tatum', 'Laura_Ramsey', 'Vinnie_Jones', 'David_Cross']",['Andy_Fickman'],low revenue,4.9,low voted,low popularity
mr. bean's holiday,"family,comedy",holiday france film director chaos clumsy fellow to drop brick aftercreditsstinger,"mr. bean win a trip to cannes where he unwittingly separate a young boy from his father and must help the two reunite . on the way he discovers france , bicycling and true love , among other thing .",1268,"['Rowan_Atkinson', 'Max_Baldry', 'Emma_de_Caunes', 'Willem_Dafoe', 'Karel_Roden']",['Steve_Bendelack'],low revenue,6.0,low voted,low popularity
anacondas: the hunt for the blood orchid,"adventure,action,horror",snake expedition traitor research orchid jungle animal horror,"the blood orchid - a rare flower that hold the secret of eternal life and a fortune to the pharmaceutical company that find it . led by a two-fisted soldier of fortune , a scientific expedition is sent deep into the jungle of borneo to locate and bring back sample of the legendary plant . battling their way upriver , the explorer brave poisonous insect , ferocious crocodile and savage headhunter , unaware they 're being stalked by an even greater danger : a nest of giant anaconda , voracious , fifty-foot-long flesh-eaters who 'll stop at nothing to protect their breeding ground , the blood orchid 's home .",11237,"['Johnny_Messner', 'KaDee_Strickland', 'Matthew_Marsden', 'Nicholas_Gonzalez', 'Eugene_Byrd']",['Dwight_H._Little'],low revenue,7.1,low voted,low popularity
blood ties,"thriller,crime,drama",,"two brother , on either side of the law , face off over organized crime in brooklyn during the 1970s .",190955,"['Clive_Owen', 'Billy_Crudup', 'Marion_Cotillard', 'Mila_Kunis', 'Zoe_Saldana']",['Guillaume_Canet'],low revenue,7.1,low voted,low popularity
august rush,drama,date loss of son love at first sight child labour guitar loss of child lover (female) love of one's life harmonica lie choir church choir rock star cello forbidden love music lover organ kiss affection music concert tenderness motherly love children's home death of a child orphanage secret love crush children falling in love relationship woman director piano,"a drama with fairy tale element , where an orphaned musical prodigy us his gift a a clue to finding his birth parent .",5123,"['Freddie_Highmore', 'Keri_Russell', 'Jonathan_Rhys_Meyers', 'Terrence_Howard', 'Robin_Williams']",['Kirsten_Sheridan'],low revenue,5.5,low voted,low popularity
elizabeth,"drama,history",duke historical figure treason catholic protestant,"the story of the ascension to the throne and the early reign of queen elizabeth the first , the endless attempt by her council to marry her off , the catholic hatred of her and her romance with lord robert dudley .",4518,"['Cate_Blanchett', 'Geoffrey_Rush', 'Christopher_Eccleston', 'Joseph_Fiennes', 'Richard_Attenborough']",['Shekhar_Kapur'],low revenue,6.9,low voted,low popularity
bride of chucky,"horror,comedy",route 66 puppet evil doll killer doll killer toys toy comes to life chucky,"chucky hook up with another murderous doll , the bridal gown-clad tiffany , for a route 66 murder spree with their unwitting host .",11932,"['Ed_Gale', 'Jennifer_Tilly', 'Brad_Dourif', 'Katherine_Heigl', 'Nick_Stabile']",['Ronny_Yu'],low revenue,4.7,low voted,low popularity
tora! tora! tora!,"history,action,drama",japan world war ii pearl harbor soldier imperial japan,"in the summer of 1941 , the united state and japan seem on the brink of war after constant embargo and failed diplomacy come to no end . `` tora ! tora ! tora ! `` , named after the code word use by the lead japanese pilot to indicate they had surprised the american , cover the day leading up to the attack on pearl harbor , which plunged america into the second world war .",11165,"['Martin_Balsam', 'Sô_Yamamura', 'Joseph_Cotten', 'Tatsuya_Mihashi', 'E.G._Marshall']","['Richard_Fleischer', 'Kinji_Fukasaku', 'Toshio_Masuda']",low revenue,5.4,low voted,low popularity
spice world,"adventure,fantasy,drama",pop pop culture pop star,"the film follows the spice girl and their entourage ( mostly fictional character ) - manager clifford , his assistant deborah , filmmaker pier ( who is trying to shoot a documentary on `` the real spice girl '' ) and others in their everyday life .",6116,"['Victoria_Beckham', 'Melanie_Brown', 'Emma_Bunton', 'Melanie_Chisholm', 'Geri_Halliwell']",['Bob_Spiers'],low revenue,4.7,low voted,low popularity
the sitter,comedy,babysitter duringcreditsstinger,"noah , is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter . he 's reluctant to take a sitting gig ; he 'd rather , well , be doing anything else , especially if it involves slacking . when noah is watching the neighbor 's kid he get a booty call from his girlfriend in the city . to hook up with her , noah take to the street , but his urban adventure spin out of control a he find himself on the run from a maniacal drug lord .",57431,"['Sam_Rockwell', 'Jonah_Hill', 'Max_Records', 'Ari_Graynor', 'J.B._Smoove']",['David_Gordon_Green'],low revenue,8.5,average voted,low popularity
dance flick,"action,comedy,music",rap music hip-hop,"street dancer , thomas uncle is from the wrong side of the track , but his bond with the beautiful megan white might help the duo realize their dream a they enter in the mother of all dance battle .",21724,"['Shoshana_Bush', 'Damon_Wayans_Jr.', 'Essence_Atkins', 'Chris_Elliott', 'David_Alan_Grier']",['Damien_Dante_Wayans'],low revenue,4.7,low voted,low popularity
the shawshank redemption,"drama,crime",prison corruption police brutality prison cell delinquent parole board escape from prison wrongful imprisonment framed for murder 1940s,"framed in the 1940s for the double murder of his wife and her lover , upstanding banker andy dufresne begin a new life at the shawshank prison , where he put his accounting skill to work for an amoral warden . during his long stretch in prison , dufresne come to be admired by the other inmate -- including an older prisoner named red -- for his integrity and unquenchable sense of hope .",278,"['Tim_Robbins', 'Morgan_Freeman', 'Bob_Gunton', 'Clancy_Brown', 'Mark_Rolston']",['Frank_Darabont'],low revenue,6.7,low voted,low popularity
crocodile dundee in los angeles,"adventure,comedy",crocodile traffic jam los angeles stolen painting,"after settling in the tiny australian town of walkabout creek with his significant other and his young son , mick `` crocodile '' dundee is thrown for a loop when a prestigious los angeles newspaper offer his honey a job . the family migrates back to the united state , and croc and son soon find themselves learning some lesson about american life -- many of them inadvertent",9290,"['Paul_Hogan', 'Linda_Kozlowski', 'Jere_Burns', 'Jonathan_Banks', 'Alec_Wilson']",['Simon_Wincer'],low revenue,5.7,low voted,low popularity
kingpin,comedy,"sport handicap sexual favor star spangled banner bowling team hair loss biblical interpretation comb over female stripper inflatable doll combover unlikely lovers kingpin carriage lancaster, pa","after bowler roy munson swindle the wrong crowd and is left with a hook for a hand , he settle into impoverished obscurity . that is , until he uncovers the next big thing : an amish kid named ishmael . so , the corrupt and the hopelessly naïve hit the circuit intent on settling an old score with big ern .",11543,"['Woody_Harrelson', 'Randy_Quaid', 'Vanessa_Angel', 'Bill_Murray', 'Chris_Elliott']","['Bobby_Farrelly', 'Peter_Farrelly']",low revenue,6.9,low voted,low popularity
the gambler,"thriller,crime,drama",gambling gun professor beating gambler loan shark,"literature professor jim bennett lead a secret life a a high-stakes gambler . always a risk-taker , bennett bet it all when he borrows from a gangster and offer his own life a collateral . staying one step ahead , he pit his creditor against the operator of an illicit gambling ring while garnering the attention of frank , a paternalistic loan shark . a his relationship with a student deepens , bennett must risk everything for a second chance .",284536,"['Mark_Wahlberg', 'John_Goodman', 'Brie_Larson', 'Michael_Kenneth_Williams', 'Jessica_Lange']",['Rupert_Wyatt'],low revenue,5.9,low voted,low popularity
august: osage county,"comedy,drama",suicide drug addiction funeral dysfunctional family based on play midwest southern bleak comedy mental disorders,"a look at the life of the strong-willed woman of the weston family , whose path have diverged until a family crisis brings them back to the midwest house they grew up in , and to the dysfunctional woman who raised them .",152737,"['Meryl_Streep', 'Julia_Roberts', 'Chris_Cooper', 'Ewan_McGregor', 'Margo_Martindale']",['John_Wells'],low revenue,6.5,low voted,low popularity
ice princess,"drama,comedy,family",sport figure skating teenage girl teen movie teenager,"with the help of her coach , her parent , and the boy who drive the zamboni machine , nothing can stop casey ( trachtenberg ) from realizing her dream to be a champion figure skater .",13374,"['Michelle_Trachtenberg', 'Joan_Cusack', 'Amy_Stewart', 'Hayden_Panettiere', 'Kim_Cattrall']",['Tim_Fywell'],low revenue,7.2,low voted,low popularity
